"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:pagePath""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:date""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:visitLength""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visits""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visitors""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:avgTimeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:pageviews""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:timeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:uniquepageviews""}"
/;20100218;249;1;1;4.5;2;9.0;1
/;20100218;32;1;1;32.0;1;32.0;1
/;20100218;34;1;1;13.0;1;13.0;1
/;20100218;460;1;1;42.0;1;42.0;1
/;20100218;57;1;1;26.0;2;26.0;1
/;20100218;919;0;1;0.0;1;0.0;1
/;20100218;93;1;1;93.0;1;93.0;1
/;20100218;98;1;1;20.0;1;20.0;1
/;20100219;0;15;11;0.0;15;0.0;15
/;20100219;10625;1;1;6.0;1;6.0;1
/;20100219;1100;0;1;2.390.909.090.909.090;12;263.0;1
/;20100219;140;1;1;31.666.666.666.666.600;3;95.0;1
/;20100219;164;1;1;8.333.333.333.333.330;3;25.0;1
/;20100219;20;1;1;7.0;2;7.0;1
/;20100219;219;1;1;5.333.333.333.333.330;3;16.0;1
/;20100219;22;1;1;18.0;1;18.0;1
/;20100219;240;1;1;58.0;1;58.0;1
/;20100219;32;0;1;3.0;2;3.0;1
/;20100219;5;1;1;2.0;1;2.0;1
/;20100219;559;1;1;44.0;4;132.0;1
/;20100219;665;0;1;96.2;6;481.0;1
/;20100219;86;1;1;86.0;1;86.0;1
/;20100219;998;1;1;15.0;1;15.0;1
/;20100220;0;11;7;0.0;11;0.0;11
/;20100220;695;1;1;150.0;4;600.0;1
/;20100221;0;11;9;0.0;11;0.0;11
/;20100221;1552;1;1;4.876.666.666.666.660;3;1463.0;1
/;20100221;43;1;1;10.0;1;10.0;1
/;20100221;506;1;1;10.0;1;10.0;1
/;20100221;7;1;1;7.0;1;7.0;1
/;20100221;93;0;1;18.0;1;18.0;1
/;20100222;0;17;13;0.0;17;0.0;17
/;20100222;1018;1;1;4.5;7;27.0;1
/;20100222;121;1;1;121.0;1;121.0;1
/;20100222;13;1;1;5.0;1;5.0;1
/;20100222;14;1;1;6.0;2;6.0;1
/;20100222;141;1;1;52.0;2;104.0;1
/;20100222;203;1;1;173.0;1;173.0;1
/;20100222;28;1;1;25.0;1;25.0;1
/;20100222;320;0;1;17.0;2;34.0;1
/;20100222;349;1;1;117.0;1;117.0;1
/;20100222;41;1;1;41.0;2;41.0;1
/;20100222;51;1;1;17.0;1;17.0;1
/;20100222;54;1;1;4.0;2;8.0;1
/;20100222;67;1;1;21.0;2;21.0;1
/;20100222;70;1;1;3.5;3;7.0;1
/;20100222;754;0;1;217.0;4;651.0;1
/;20100223;0;16;12;0.0;16;0.0;16
/;20100223;104;1;1;104.0;1;104.0;1
/;20100223;11;1;1;11.0;1;11.0;1
/;20100223;1378;1;1;14.0;2;14.0;1
/;20100223;189;1;1;28.0;4;84.0;1
/;20100223;22;1;1;6.0;1;6.0;1
/;20100223;23;1;1;5.0;3;10.0;1
/;20100223;2308;1;1;7.0;1;7.0;1
/;20100223;249;0;1;4.0;2;4.0;1
/;20100223;3;1;1;3.0;1;3.0;1
/;20100223;319;0;1;37.5;2;75.0;1
/;20100223;3781;0;1;51.714.285.714.285.700;7;362.0;1
/;20100223;42;1;1;15.0;1;15.0;1
/;20100223;45;0;1;12.0;1;12.0;1
/;20100223;50;1;1;50.0;1;50.0;1
/;20100223;56;1;1;10.0;1;10.0;1
/;20100223;57;1;1;35.0;2;35.0;1
/;20100223;620;1;1;612.0;1;612.0;1
/;20100223;651;0;1;212.0;1;212.0;1
/;20100223;69;1;1;69.0;2;69.0;1
/;20100223;7;1;1;7.0;1;7.0;1
/;20100223;847;1;1;102.4;5;512.0;1
/;20100223;92;1;1;4.0;2;4.0;1
/;20100224;0;15;12;0.0;15;0.0;15
/;20100224;11;1;1;11.0;2;11.0;1
/;20100224;14;2;2;10.5;2;21.0;2
/;20100224;150;1;1;138.0;1;138.0;1
/;20100224;157;0;1;3.0;2;3.0;1
/;20100224;204;1;1;204.0;2;204.0;1
/;20100224;21;1;1;21.0;2;21.0;1
/;20100224;23;0;1;7.0;1;7.0;1
/;20100224;25;1;1;25.0;1;25.0;1
/;20100224;28;1;1;28.0;1;28.0;1
/;20100224;3242;0;1;111.5;15;1561.0;1
/;20100224;380;0;1;4.4;5;22.0;1
/;20100224;40;1;1;3.0;1;3.0;1
/;20100224;41;1;1;41.0;1;41.0;1
/;20100224;48;2;2;6.0;2;12.0;2
/;20100224;5;1;1;3.0;1;3.0;1
/;20100224;61;1;1;61.0;1;61.0;1
/;20100224;68;1;1;68.0;1;68.0;1
/;20100224;89;0;1;7.0;1;7.0;1
/;20100224;9;2;2;9.0;2;18.0;2
/;20100225;0;12;10;0.0;12;0.0;12
/;20100225;117;0;1;8.0;2;8.0;1
/;20100225;13;1;1;10.0;2;10.0;1
/;20100225;162;1;1;35.0;1;35.0;1
/;20100225;1747;1;1;154.0;4;616.0;1
/;20100225;18;1;1;9.0;2;9.0;1
/;20100225;194;1;1;6.0;2;6.0;1
/;20100225;20;1;1;20.0;1;20.0;1
/;20100225;25;1;1;19.0;2;19.0;1
/;20100225;32;1;1;32.0;1;32.0;1
/;20100225;44;1;1;36.0;2;36.0;1
/;20100225;449;0;1;30.666.666.666.666.600;4;92.0;1
/;20100225;47;1;1;16.0;1;16.0;1
/;20100226;0;12;9;0.0;12;0.0;12
/;20100226;107;0;1;0.0;1;0.0;1
/;20100226;113;0;1;10.0;1;10.0;1
/;20100226;13;1;1;13.0;1;13.0;1
/;20100226;1307;1;1;653.0;2;1306.0;1
/;20100226;15;1;1;15.0;1;15.0;1
/;20100226;16;1;1;10.0;2;10.0;1
/;20100226;17;1;1;17.0;1;17.0;1
/;20100226;1764;1;1;1749.0;2;1749.0;1
/;20100226;2349;1;1;42.333.333.333.333.300;3;127.0;1
/;20100226;24;1;1;24.0;1;24.0;1
/;20100226;30;1;1;4.666.666.666.666.660;4;14.0;1
/;20100226;670;1;1;5.333.333.333.333.330;3;16.0;1
/;20100226;72;1;1;72.0;1;72.0;1
/;20100226;88;1;1;19.0;1;19.0;1
/;20100227;0;14;8;0.0;14;0.0;14
/;20100227;1082;1;1;11.0;1;11.0;1
/;20100227;17;1;1;10.0;2;10.0;1
/;20100227;24;1;1;24.0;1;24.0;1
/;20100227;7;1;1;7.0;1;7.0;1
/;20100227;73;1;1;16.0;2;16.0;1
/;20100228;0;12;10;0.0;12;0.0;12
/;20100228;17;1;1;3.5;3;7.0;1
/;20100228;177;1;1;177.0;1;177.0;1
/;20100228;28;1;1;7.0;1;7.0;1
/;20100228;33;0;1;26.0;1;26.0;1
/;20100228;413;1;1;306.0;1;306.0;1
/;20100228;894;1;1;28.0;3;84.0;1
/;20100301;0;15;11;0.0;15;0.0;15
/;20100301;186;0;1;10.833.333.333.333.300;6;65.0;1
/;20100301;2164;1;1;294.6;5;1473.0;1
/;20100301;24;1;1;15.0;1;15.0;1
/;20100301;28;1;1;14.0;1;14.0;1
/;20100301;55;1;1;55.0;2;55.0;1
/;20100301;679;1;1;37.0;1;37.0;1
/;20100301;9;1;1;6.0;1;6.0;1
/;20100302;0;13;11;0.0;13;0.0;13
/;20100302;10;1;1;10.0;1;10.0;1
/;20100302;14;1;1;5.0;2;5.0;1
/;20100302;26;1;1;11.0;2;11.0;1
/;20100302;29;1;1;29.0;1;29.0;1
/;20100302;30;1;1;30.0;1;30.0;1
/;20100302;357;1;1;32.0;3;96.0;1
/;20100302;36;1;1;16.0;2;16.0;1
/;20100302;44;1;1;28.0;2;28.0;1
/;20100302;52;1;1;14.0;1;14.0;1
/;20100302;58;1;1;13.0;2;13.0;1
/;20100302;59;1;1;8.666.666.666.666.660;4;26.0;1
/;20100302;61;1;1;17.0;1;17.0;1
/;20100302;652;1;1;7.0;2;14.0;1
/;20100302;875;1;1;2.793.333.333.333.330;4;838.0;1
/;20100303;0;11;9;0.0;11;0.0;11
/;20100303;10;1;1;10.0;1;10.0;1
/;20100303;11;1;1;4.0;1;4.0;1
/;20100303;119;1;1;114.0;1;114.0;1
/;20100303;133;1;1;51.0;1;51.0;1
/;20100303;142;1;1;62.0;1;62.0;1
/;20100303;182;1;1;17.0;3;51.0;1
/;20100303;2021;1;1;342.0;5;1368.0;1
/;20100303;2073;1;1;10.0;2;20.0;1
/;20100303;29;1;1;5.0;1;5.0;1
/;20100303;3086;1;1;816.0;3;1632.0;1
/;20100303;33;1;1;5.0;1;5.0;1
/;20100303;3422;1;1;20.233.333.333.333.300;10;1821.0;1
/;20100303;368;1;1;3.0;2;3.0;1
/;20100303;396;1;1;32.333.333.333.333.300;4;97.0;1
/;20100303;43;1;1;11.0;2;11.0;1
/;20100303;505;0;1;2.0;2;2.0;1
/;20100303;55;1;1;16.0;1;16.0;1
/;20100303;56;1;1;10.0;2;20.0;1
/;20100303;62;1;1;10.0;1;10.0;1
/;20100303;67;1;1;25.5;3;51.0;1
/;20100303;898;1;1;448.5;3;897.0;1
/;20100304;0;13;13;0.0;13;0.0;13
/;20100304;106;1;1;79.0;2;79.0;1
/;20100304;13;1;1;4.0;2;4.0;1
/;20100304;14;1;1;6.0;2;6.0;1
/;20100304;18;2;2;8.333.333.333.333.330;4;25.0;2
/;20100304;19;1;1;7.0;2;14.0;1
/;20100304;25;1;1;25.0;1;25.0;1
/;20100304;27;1;1;2.5;2;5.0;1
/;20100304;28;1;1;21.0;1;21.0;1
/;20100304;29;1;1;29.0;1;29.0;1
/;20100304;31;1;1;20.0;2;20.0;1
/;20100304;338;1;1;164.0;2;328.0;1
/;20100304;369;1;1;37.285.714.285.714.200;7;261.0;1
/;20100304;422;1;1;37.0;3;74.0;1
/;20100304;51;1;1;36.0;2;36.0;1
/;20100304;59;1;1;29.5;2;59.0;1
/;20100304;8;1;1;8.0;1;8.0;1
/;20100304;919;1;1;206.0;2;206.0;1
/;20100305;0;16;15;0.0;16;0.0;16
/;20100305;1539;1;1;757.0;3;1514.0;1
/;20100305;189;1;1;52.0;3;156.0;1
/;20100305;238;1;1;6.0;1;6.0;1
/;20100305;253;1;1;253.0;2;253.0;1
/;20100305;29;1;1;10.0;1;10.0;1
/;20100305;30;1;1;30.0;1;30.0;1
/;20100305;310;1;1;310.0;1;310.0;1
/;20100305;3288;1;1;4.342.307.692.307.690;27;1129.0;1
/;20100305;33;1;1;25.0;2;25.0;1
/;20100305;3342;1;1;6.622.222.222.222.220;18;1192.0;1
/;20100305;360;1;1;331.0;1;331.0;1
/;20100305;4;2;2;4.0;2;8.0;2
/;20100305;61;1;1;5.0;3;10.0;1
/;20100305;636;1;1;14.0;1;14.0;1
/;20100305;6505;0;1;4.113.793.103.448.270;59;2386.0;1
/;20100305;75;1;1;24.0;1;24.0;1
/;20100305;81;1;1;24.666.666.666.666.600;4;74.0;1
/;20100305;811;0;1;9.0;5;36.0;1
/;20100305;814;1;1;814.0;1;814.0;1
/;20100305;86;1;1;37.5;2;75.0;1
/;20100305;93;0;1;3.0;2;3.0;1
/;20100305;94;1;1;4.0;1;4.0;1
/;20100306;0;7;6;0.0;7;0.0;7
/;20100306;119;1;1;26.0;2;26.0;1
/;20100306;12;1;1;12.0;1;12.0;1
/;20100306;2;0;1;0.0;1;0.0;1
/;20100306;20;1;1;14.0;2;14.0;1
/;20100306;25;1;1;3.0;2;3.0;1
/;20100306;32;1;1;5.0;1;5.0;1
/;20100306;45;1;1;28.0;2;28.0;1
/;20100307;0;14;8;0.0;14;0.0;14
/;20100307;181;1;1;15.0;2;15.0;1
/;20100307;189;0;1;19.0;1;19.0;1
/;20100307;396;1;1;13.066.666.666.666.600;4;392.0;1
/;20100308;0;9;9;0.0;9;0.0;9
/;20100308;1015;0;1;5.0;2;5.0;1
/;20100308;19;1;1;12.0;1;12.0;1
/;20100308;30;1;1;14.0;1;14.0;1
/;20100308;36;1;1;16.0;2;16.0;1
/;20100308;413;1;1;66.0;3;132.0;1
/;20100308;5513;0;1;151.75;20;3035.0;1
/;20100308;856;1;1;8.5;2;17.0;1
/;20100309;0;10;10;0.0;10;0.0;10
/;20100309;1353;1;1;4.473.333.333.333.330;4;1342.0;1
/;20100309;18;1;1;10.0;2;10.0;1
/;20100309;198;1;1;36.0;2;36.0;1
/;20100309;22;1;1;9.0;2;9.0;1
/;20100309;221;1;1;76.0;2;152.0;1
/;20100309;311;1;1;41.0;1;41.0;1
/;20100309;38;1;1;16.0;1;16.0;1
/;20100309;5;1;1;5.0;1;5.0;1
/;20100309;50;0;1;0.0;1;0.0;1
/;20100309;531;1;1;385.0;1;385.0;1
/;20100309;536;1;1;98.4;6;492.0;1
/;20100309;56;1;1;5.0;1;5.0;1
/;20100309;59;0;1;0.0;1;0.0;1
/;20100309;63;1;1;3.0;2;3.0;1
/;20100309;722;1;1;722.0;1;722.0;1
/;20100309;89;1;1;29.0;4;87.0;1
/;20100310;0;15;15;0.0;15;0.0;15
/;20100310;1099;1;1;1099.0;2;1099.0;1
/;20100310;15;2;2;5.5;2;11.0;2
/;20100310;1725;1;1;4.866.666.666.666.660;3;1460.0;1
/;20100310;19;2;3;6.333.333.333.333.330;4;19.0;3
/;20100310;1991;0;1;3.0;5;12.0;1
/;20100310;246;1;1;21.0;2;21.0;1
/;20100310;253;1;1;18.0;2;18.0;1
/;20100310;37;1;1;13.0;1;13.0;1
/;20100310;66;0;1;27.0;2;27.0;1
/;20100310;692;1;1;21.0;1;21.0;1
/;20100310;72;1;1;54.0;2;54.0;1
/;20100310;759;1;1;759.0;2;759.0;1
/;20100311;0;8;8;0.0;8;0.0;8
/;20100311;1522;1;1;15.0;2;30.0;1
/;20100311;2;1;1;2.0;1;2.0;1
/;20100311;215;1;1;5.0;2;10.0;1
/;20100311;232;1;1;3.0;1;3.0;1
/;20100311;64;1;1;23.0;2;23.0;1
/;20100311;65;1;1;4.0;1;4.0;1
/;20100311;730;1;1;17.0;4;68.0;1
/;20100311;995;1;1;198.0;2;396.0;1
/;20100312;0;11;11;0.0;11;0.0;11
/;20100312;12;1;1;12.0;1;12.0;1
/;20100312;1521;1;1;24.0;1;24.0;1
/;20100312;22;1;1;22.0;1;22.0;1
/;20100312;25;1;1;4.0;1;4.0;1
/;20100312;34;1;1;34.0;1;34.0;1
/;20100312;4;1;1;4.0;1;4.0;1
/;20100313;0;2;1;0.0;2;0.0;2
/;20100313;1160;0;1;17.666.666.666.666.600;4;53.0;1
/;20100313;12;1;1;8.0;2;8.0;1
/;20100313;130;1;1;130.0;2;130.0;1
/;20100313;20;1;1;7.0;2;7.0;1
/;20100313;32;1;1;32.0;1;32.0;1
/;20100313;344;1;1;4.0;2;8.0;1
/;20100313;405;1;1;405.0;2;405.0;1
/;20100313;41;1;1;41.0;2;41.0;1
/;20100314;0;9;9;0.0;9;0.0;9
/;20100314;24;1;1;24.0;1;24.0;1
/;20100314;240;1;1;54.0;1;54.0;1
/;20100315;0;9;9;0.0;9;0.0;9
/;20100315;147;1;1;22.0;2;44.0;1
/;20100315;1536;1;1;752.5;2;1505.0;1
/;20100315;2270;1;1;7.0;1;7.0;1
/;20100315;280;1;1;14.0;1;14.0;1
/;20100315;58;1;1;58.0;1;58.0;1
/;20100315;7;1;1;7.0;1;7.0;1
/;20100316;0;7;7;0.0;7;0.0;7
/;20100316;10;1;1;5.0;1;5.0;1
/;20100316;119;1;1;60.0;1;60.0;1
/;20100316;149;1;1;58.0;1;58.0;1
/;20100316;154;1;1;26.5;2;53.0;1
/;20100316;168;1;1;21.0;1;21.0;1
/;20100316;19;1;1;5.0;2;5.0;1
/;20100316;20;1;1;4.0;2;4.0;1
/;20100316;210;1;1;79.0;1;79.0;1
/;20100316;24;1;1;13.0;2;13.0;1
/;20100316;32;1;1;32.0;1;32.0;1
/;20100316;3254;1;1;6.666.666.666.666.660;3;20.0;1
/;20100316;37;1;1;7.666.666.666.666.660;4;23.0;1
/;20100316;53;1;1;50.0;1;50.0;1
/;20100316;68;1;1;68.0;2;68.0;1
/;20100316;766;1;1;766.0;2;766.0;1
/;20100317;0;10;10;0.0;10;0.0;10
/;20100317;211;1;1;211.0;2;211.0;1
/;20100317;25;1;1;25.0;1;25.0;1
/;20100317;27;1;1;12.0;1;12.0;1
/;20100317;28;1;1;13.0;1;13.0;1
/;20100317;333;1;1;6.5;2;13.0;1
/;20100317;42;1;1;17.0;2;34.0;1
/;20100317;421;1;1;8.5;2;17.0;1
/;20100317;43;1;1;43.0;2;43.0;1
/;20100317;579;0;1;3.0;1;3.0;1
/;20100317;6;1;1;6.0;1;6.0;1
/;20100317;755;1;1;9.0;3;18.0;1
/;20100317;82;1;1;82.0;1;82.0;1
/;20100317;91;1;1;44.0;1;44.0;1
/;20100318;0;22;21;0.0;22;0.0;22
/;20100318;10;1;1;8.0;2;8.0;1
/;20100318;101;1;1;15.0;2;15.0;1
/;20100318;109;1;1;99.0;2;99.0;1
/;20100318;13;1;1;13.0;1;13.0;1
/;20100318;133;1;1;133.0;2;133.0;1
/;20100318;162;1;1;81.0;2;162.0;1
/;20100318;1653;1;1;82.5;2;165.0;1
/;20100318;1786;1;1;1778.0;2;1778.0;1
/;20100318;1827;1;1;12.0;1;12.0;1
/;20100318;2;1;1;2.0;2;2.0;1
/;20100318;21;1;1;21.0;1;21.0;1
/;20100318;279;1;1;279.0;2;279.0;1
/;20100318;30;1;1;30.0;1;30.0;1
/;20100318;33;1;1;16.5;2;33.0;1
/;20100318;336;1;1;336.0;1;336.0;1
/;20100318;4280;1;1;19.666.666.666.666.600;3;59.0;1
/;20100318;49;0;1;20.0;2;40.0;1
/;20100318;50;1;1;29.0;2;29.0;1
/;20100318;57;1;1;49.0;1;49.0;1
/;20100318;74;1;1;74.0;2;74.0;1
/;20100318;8;1;1;4.0;1;4.0;1
/;20100318;82;1;1;18.0;2;18.0;1
/;20100318;852;1;1;10.0;1;10.0;1
/;20100319;0;18;17;0.0;18;0.0;18
/;20100319;104;0;1;0.0;1;0.0;1
/;20100319;1239;1;1;52.4;5;262.0;1
/;20100319;125;1;1;125.0;1;125.0;1
/;20100319;12694;0;1;6.801.190.476.190.470;85;5713.0;1
/;20100319;132;1;1;132.0;1;132.0;1
/;20100319;144;0;1;33.0;1;33.0;1
/;20100319;15;1;1;15.0;1;15.0;1
/;20100319;1932;1;1;156.0;1;156.0;1
/;20100319;1985;0;1;10.5;2;21.0;1
/;20100319;21;1;1;3.0;2;3.0;1
/;20100319;229;1;1;13.0;3;26.0;1
/;20100319;3371;1;1;290.5;6;1743.0;1
/;20100319;358;1;1;40.5;2;81.0;1
/;20100319;39;1;1;10.0;1;10.0;1
/;20100319;42;1;1;13.0;2;26.0;1
/;20100319;52;1;1;18.0;2;18.0;1
/;20100319;55;1;1;9.0;1;9.0;1
/;20100319;56;1;1;39.0;1;39.0;1
/;20100319;650;0;1;279.0;3;558.0;1
/;20100319;66;0;1;2.0;2;2.0;1
/;20100319;7611;1;1;3.5;2;7.0;1
/;20100319;768;1;1;8.5;3;17.0;1
/;20100319;91;1;1;30.0;1;30.0;1
/;20100320;0;4;4;0.0;4;0.0;4
/;20100320;10;1;1;10.0;1;10.0;1
/;20100320;11;1;1;11.0;1;11.0;1
/;20100320;114;1;1;71.0;1;71.0;1
/;20100320;12;1;1;12.0;1;12.0;1
/;20100320;122;1;1;122.0;1;122.0;1
/;20100320;26;1;1;7.0;2;7.0;1
/;20100320;36;1;1;9.0;3;27.0;1
/;20100320;377;1;1;5.5;2;11.0;1
/;20100320;65;1;1;10.0;2;10.0;1
/;20100320;727;1;1;727.0;2;727.0;1
/;20100320;9;1;1;9.0;1;9.0;1
/;20100321;0;5;5;0.0;5;0.0;5
/;20100321;13;1;1;13.0;1;13.0;1
/;20100321;23;1;1;23.0;1;23.0;1
/;20100321;50;1;1;4.0;1;4.0;1
/;20100321;85;1;1;44.0;2;44.0;1
/;20100322;0;13;12;0.0;13;0.0;13
/;20100322;117;1;1;9.5;2;19.0;1
/;20100322;20;1;1;20.0;1;20.0;1
/;20100322;22;1;1;22.0;2;22.0;1
/;20100322;25;1;1;14.0;2;14.0;1
/;20100322;30;1;1;17.0;1;17.0;1
/;20100322;34;1;1;34.0;1;34.0;1
/;20100322;379;1;1;379.0;1;379.0;1
/;20100322;418;1;1;37.0;1;37.0;1
/;20100322;422;1;1;13.0;1;13.0;1
/;20100322;43;1;1;4.0;2;4.0;1
/;20100322;440;1;1;26.5;2;53.0;1
/;20100322;76;1;1;61.0;1;61.0;1
/;20100322;79;1;1;8.0;3;16.0;1
/;20100322;812;1;1;15.0;1;15.0;1
/;20100322;82;1;1;39.0;1;39.0;1
/;20100322;86;1;1;86.0;2;86.0;1
/;20100322;99;1;1;84.0;1;84.0;1
/;20100323;0;20;19;0.0;20;0.0;20
/;20100323;1055;1;1;12.25;4;49.0;1
/;20100323;110;1;1;11.0;1;11.0;1
/;20100323;133;0;1;3.0;1;3.0;1
/;20100323;139;1;1;139.0;1;139.0;1
/;20100323;141;1;1;23.0;1;23.0;1
/;20100323;1477;1;1;1232.0;1;1232.0;1
/;20100323;186;1;1;19.0;6;114.0;1
/;20100323;20;1;1;8.0;1;8.0;1
/;20100323;21;1;1;21.0;2;21.0;1
/;20100323;217;1;1;26.8;5;134.0;1
/;20100323;22;1;1;4.0;2;4.0;1
/;20100323;315;1;1;9.266.666.666.666.660;3;278.0;1
/;20100323;413;1;1;7.0;1;7.0;1
/;20100323;50;1;1;5.0;1;5.0;1
/;20100323;7095;0;1;43.604.651.162.790.600;43;1875.0;1
/;20100323;87;1;1;65.0;1;65.0;1
/;20100323;94;1;1;47.0;2;94.0;1
/;20100323;964;1;1;27.0;5;108.0;1
/;20100324;0;18;14;0.0;18;0.0;18
/;20100324;1012;0;1;3.0;1;3.0;1
/;20100324;11;1;1;6.0;2;6.0;1
/;20100324;12;1;1;12.0;1;12.0;1
/;20100324;121;0;1;17.0;1;17.0;1
/;20100324;137;1;1;26.0;1;26.0;1
/;20100324;139;1;1;40.5;3;81.0;1
/;20100324;146;1;2;76.0;4;152.0;2
/;20100324;1704;1;1;150.125;9;1201.0;1
/;20100324;18;2;2;10.5;4;21.0;2
/;20100324;2233;1;1;288.5;2;577.0;1
/;20100324;225;1;1;5.5;3;11.0;1
/;20100324;231;1;1;231.0;2;231.0;1
/;20100324;24;1;1;24.0;1;24.0;1
/;20100324;30;1;1;22.0;2;22.0;1
/;20100324;3727;1;1;1.641.875;17;2627.0;1
/;20100324;41;1;1;41.0;1;41.0;1
/;20100324;50;1;1;50.0;1;50.0;1
/;20100324;51;1;1;51.0;1;51.0;1
/;20100324;52;1;1;25.0;1;25.0;1
/;20100324;5849;0;1;8.793.333.333.333.330;31;2638.0;1
/;20100324;6725;1;1;5.802.564.102.564.100;40;2263.0;1
/;20100324;7;1;1;7.0;2;7.0;1
/;20100324;737;1;1;154.5;3;309.0;1
/;20100324;816;1;1;26.0;1;26.0;1
/;20100324;95;1;1;95.0;1;95.0;1
/;20100325;0;9;9;0.0;9;0.0;9
/;20100325;22;1;1;9.0;1;9.0;1
/;20100325;252;1;1;19.0;2;19.0;1
/;20100325;28;1;1;23.0;1;23.0;1
/;20100325;32;1;1;7.0;1;7.0;1
/;20100325;336;1;1;6.0;1;6.0;1
/;20100325;34;1;1;34.0;1;34.0;1
/;20100325;350;1;1;8.0;1;8.0;1
/;20100325;400;1;1;119.0;2;238.0;1
/;20100325;62;1;1;62.0;2;62.0;1
/;20100325;724;1;1;32.0;1;32.0;1
/;20100326;0;10;8;0.0;10;0.0;10
/;20100326;1259;1;1;52.0;1;52.0;1
/;20100326;1747;1;1;1736.0;1;1736.0;1
/;20100326;181;1;1;14.0;1;14.0;1
/;20100326;201;1;1;38.0;1;38.0;1
/;20100326;22;1;1;16.0;1;16.0;1
/;20100326;41;1;1;20.5;2;41.0;1
/;20100326;501;1;1;120.25;4;481.0;1
/;20100326;7;1;1;7.0;1;7.0;1
/;20100327;0;5;4;0.0;5;0.0;5
/;20100327;12;1;1;7.0;2;7.0;1
/;20100327;121;1;1;25.333.333.333.333.300;3;76.0;1
/;20100327;15;1;1;15.0;1;15.0;1
/;20100327;25;1;1;17.0;1;17.0;1
/;20100327;3231;1;1;9.0;2;18.0;1
/;20100328;0;3;3;0.0;3;0.0;3
/;20100328;113;1;1;113.0;2;113.0;1
/;20100328;1261;1;1;6.833.333.333.333.330;3;205.0;1
/;20100328;17;1;1;9.0;2;9.0;1
/;20100328;219;1;1;219.0;2;219.0;1
/;20100328;24;1;1;18.0;2;18.0;1
/;20100328;25;1;1;25.0;2;25.0;1
/;20100328;27;0;1;10.0;1;10.0;1
/;20100328;32;1;1;21.0;1;21.0;1
/;20100328;58;1;1;58.0;1;58.0;1
/;20100328;67;1;1;61.0;1;61.0;1
/;20100328;8;1;1;8.0;1;8.0;1
/;20100328;98;1;1;21.0;1;21.0;1
/;20100329;0;8;8;0.0;8;0.0;8
/;20100329;1342;1;1;36.0;1;36.0;1
/;20100329;140;1;1;129.0;2;129.0;1
/;20100329;411;1;1;97.0;3;194.0;1
/;20100329;50;1;1;32.0;1;32.0;1
/;20100329;535;1;1;267.5;2;535.0;1
/;20100329;6;1;1;6.0;1;6.0;1
/;20100329;717;1;1;7.0;1;7.0;1
/;20100329;76;1;1;21.0;1;21.0;1
/;20100329;808;1;1;40.0;3;80.0;1
/;20100329;81;1;1;35.0;2;70.0;1
/;20100329;88;1;1;9.0;1;9.0;1
/;20100330;0;10;8;0.0;10;0.0;10
/;20100330;10;1;1;5.0;1;5.0;1
/;20100330;123;1;1;2.0;2;2.0;1
/;20100330;14;0;1;5.0;1;5.0;1
/;20100330;151;1;1;151.0;1;151.0;1
/;20100330;166;1;1;82.5;2;165.0;1
/;20100330;18;1;1;12.0;1;12.0;1
/;20100330;194;1;1;6.0;1;6.0;1
/;20100330;253;1;1;26.0;1;26.0;1
/;20100330;345;1;1;20.5;3;41.0;1
/;20100330;54;1;1;25.0;1;25.0;1
/;20100330;66;0;1;19.0;1;19.0;1
/;20100330;7;1;1;7.0;1;7.0;1
/;20100330;86;1;1;8.0;2;8.0;1
/;20100330;93;1;1;3.0;3;6.0;1
/;20100331;0;15;15;0.0;15;0.0;15
/;20100331;1279;1;1;49.0;2;98.0;1
/;20100331;131;1;1;4.0;2;4.0;1
/;20100331;133;1;1;39.5;2;79.0;1
/;20100331;145;1;1;136.0;1;136.0;1
/;20100331;2134;0;1;0.0;1;0.0;1
/;20100331;25;1;1;14.0;2;14.0;1
/;20100331;2841;0;1;53.0;1;53.0;1
/;20100331;3;1;1;3.0;2;3.0;1
/;20100331;3157;1;1;8.0;1;8.0;1
/;20100331;3495;0;1;46.5;2;93.0;1
/;20100331;354;1;1;69.0;1;69.0;1
/;20100331;372;1;1;17.0;2;34.0;1
/;20100331;404;1;1;3.0;1;3.0;1
/;20100331;41;0;1;0.0;1;0.0;1
/;20100331;448;1;1;30.0;1;30.0;1
/;20100331;476;1;1;275.0;1;275.0;1
/;20100331;48;1;1;34.0;1;34.0;1
/;20100331;53;1;1;29.0;1;29.0;1
/;20100331;559;1;1;87.0;1;87.0;1
/;20100331;58;1;1;19.0;1;19.0;1
/;20100331;6;1;1;6.0;1;6.0;1
/;20100331;61;1;1;21.0;1;21.0;1
/;20100331;82;1;1;20.0;1;20.0;1
